text,label
Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods,stat
"Applying Occam's Razor to Transformer-Based Dependency Parsing: What
  Works, What Doesn't, and What is Really Necessary",cs
"Measurement error induced by locational uncertainty when estimating
  discrete choice models with a distance as a regressor",stat
Query Optimization Properties of Modified VBS,cs
Dualizing sup-preserving endomaps of a complete lattice,cs
Bayesian estimation of probabilistic sensitivity measures,stat
"Incremental Intervention Effects in Studies with Dropout and Many
  Timepoints",stat
"Getting Better from Worse: Augmented Bagging and a Cautionary Tale of
  Variable Importance",stat
"Leveraging Auxiliary Information on Marginal Distributions in
  Nonignorable Models for Item and Unit Nonresponse",stat
"A Unified Framework for Causal Inference with Multiple Imputation Using
  Martingale",stat
Online Passive-Aggressive Total-Error-Rate Minimization,stat
"Early Warning of COVID-19 Hotspots using Mobility of High Risk Users
  from Web Search Queries",cs
Approximated Orthonormal Normalisation in Training Neural Networks,cs
Tuning-Free Disentanglement via Projection,stat
Pruning Neural Belief Propagation Decoders,cs
Automatic Support Removal for Additive Manufacturing Post Processing,cs
"Simulating feedback mechanisms in patient flow and return visits in an
  emergency department",stat
Combined Tail Estimation Using Censored Data and Expert Information,stat
"MangaGAN: Unpaired Photo-to-Manga Translation Based on The Methodology
  of Manga Drawing",cs
"Dimensionality reduction, regularization, and generalization in
  overparameterized regressions",stat
"Optimal-size problem kernels for $d$-Hitting Set in linear time and
  space",cs
Bayesian Bootstrap Spike-and-Slab LASSO,stat
"Evaluation of Neural Architectures Trained with Square Loss vs
  Cross-Entropy in Classification Tasks",cs
Statistical testing in a Linear Probability Space,stat
The role of bot squads in the political propaganda on Twitter,cs
"Semantics to Space(S2S): Embedding semantics into spatial space for
  zero-shot verb-object query inferencing",cs
"Change-in-Slope Optimal Partitioning Algorithm in a Finite-Size
  Parameter Space",stat
"On nearly assumption-free tests of nominal confidence interval coverage
  for causal parameters estimated by machine learning",stat
Parsimonious Bayesian deep networks,stat
Generalized Bayes Quantification Learning under Dataset Shift,stat
"Plan-Driven approaches are alive and kicking in agile Global Software
  Development",cs
Individualized Multi-directional Variable Selection,stat
A statistical theory of out-of-distribution detection,stat
Some Developments in Clustering Analysis on Stochastic Processes,stat
Walsh-Hadamard Variational Inference for Bayesian Deep Learning,stat
"Modeling the occurrence of events subject to a reporting delay via an EM
  algorithm",stat
"IRC: Cross-layer design exploration of Intermittent Robust Computation
  units for IoTs",cs
Robustness Among Multiwinner Voting Rules,cs
Deriving information from missing data: implications for mood prediction,stat
Incremental Learning In Online Scenario,cs
"Investigation of Warrior Robots Behavior by Using Evolutionary
  Algorithms",cs
"Text Mining for Processing Interview Data in Computational Social
  Science",cs
"Computation of the expected value of a function of a chi-distributed
  random variable",stat
CorDEL: A Contrastive Deep Learning Approach for Entity Linkage,cs
A Primer on Causality in Data Science,stat
Secrecy Transmission in Large-Scale UAV-Enabled Wireless Networks,cs
"Simultaneous games with purchase of randomly supplied perfect
  information: Oracle Games",cs
Hi3+3: A Model-Assisted Dose-Finding Design Borrowing Historical Data,stat
AtLoc: Attention Guided Camera Localization,cs
Bayesian Optimisation over Multiple Continuous and Categorical Inputs,stat
"Targeted Smooth Bayesian Causal Forests: An analysis of heterogeneous
  treatment effects for simultaneous versus interval medical abortion regimens
  over gestation",stat
"Statistical Inference of the Value Function for Reinforcement Learning
  in Infinite Horizon Settings",stat
"Characterizing relationships between primary miners in Ethereum by
  analyzing on-chain transactions",cs
Zur Benutzbarkeit und Verwendung von API-Dokumentationen,cs
Querying multiple sets of $p$-values through composed hypothesis testing,stat
Computer classification of linear codes,cs
Adversarial View-Consistent Learning for Monocular Depth Estimation,cs
"Multicollinearity Correction and Combined Feature Effect in Shapley
  Values",stat
"Learning Gaussian Graphical Models by symmetric parallel regression
  technique",stat
Geometric Losses for Distributional Learning,stat
Hyperparameter Selection for Subsampling Bootstraps,stat
Byzantine-Resilient High-Dimensional Federated Learning,stat
"Unsupervised clustering of series using dynamic programming and neural
  processes",cs
Geometry-Aware Maximum Likelihood Estimation of Intrinsic Dimension,stat
Best-scored Random Forest Density Estimation,stat
Replicate or Relocate? Non-Uniform Access in Parameter Servers,cs
"Sample Complexity Bounds for 1-bit Compressive Sensing and Binary Stable
  Embeddings with Generative Priors",stat
Learning Output Embeddings in Structured Prediction,stat
"The Probabilistic Final Standing Calculator: a fair stochastic tool to
  handle abruptly stopped football seasons",stat
Mixed Variable Bayesian Optimization with Frequency Modulated Kernels,stat
Minimax Policy for Heavy-tailed Bandits,stat
"A Commonsense Reasoning Framework for Explanatory Emotion Attribution,
  Generation and Re-classification",cs
Can WiFi Estimate Person Pose?,cs
"Increasing the efficiency of randomized trial estimates via linear
  adjustment for a prognostic score",stat
Establishing phone-pair co-usage by comparing mobility patterns,stat
Testing Properties of Multiple Distributions with Few Samples,cs
"Estimation of Semi-Markov Multi-state Models: A Comparison of the
  Sojourn Times and Transition Intensities Approaches",stat
Complete Scene Reconstruction by Merging Images and Laser Scans,cs
"Adaptive Dimension Reduction to Accelerate Infinite-Dimensional
  Geometric Markov Chain Monte Carlo",stat
Learner-Private Online Convex Optimization,stat
"A Formal Approach for Efficient Navigation Management of Hybrid Electric
  Vehicles on Long Trips",cs
"Reducing Variance with Sample Allocation Based on Expected Response
  Rates",stat
"What can the millions of random treatments in nonexperimental data
  reveal about causes?",stat
Bi-Arc Digraphs and Conservative Polymorphisms,cs
"Hybrid Beamformer Design for High Dynamic Range Ambient Backscatter
  Receivers",cs
Learning Optimal Classification Trees: Strong Max-Flow Formulations,stat
"The Extended Dawid-Skene Model: Fusing Information from Multiple Data
  Schemas",stat
INTEREST: INteractive Tool for Exploring REsults from Simulation sTudies,stat
Design of the first sub-milligram flapping wing aerial vehicle,cs
MIA-Prognosis: A Deep Learning Framework to Predict Therapy Response,cs
"Quantum finite automata: survey, status and research directions",cs
"Contract-based Methodology for Developing Resilient Cyber-Infrastructure
  in the Industry 4.0 Era",cs
Semi-Mechanistic Bayesian Modeling of COVID-19 with Renewal Processes,stat
Reverse Shortest Path Problem for Unit-Disk Graphs,cs
"Semi-orthogonal Non-negative Matrix Factorization with an Application in
  Text Mining",stat
"Enabling Cross-chain Transactions: A Decentralized Cryptocurrency
  Exchange Protocol",cs
"Evaluation of Cross-View Matching to Improve Ground Vehicle Localization
  with Aerial Perception",cs
Robust Classification via Support Vector Machines,stat
"Making the most of your day: online learning for optimal allocation of
  time",stat
"Bayesian Estimation of Mixed Multinomial Logit Models: Advances and
  Simulation-Based Evaluations",stat
Sparse recovery by reduced variance stochastic approximation,stat
The Consciousness Prior,cs
A Theorem of the Alternative for Personalized Federated Learning,stat
Shallow Self-Learning for Reject Inference in Credit Scoring,stat
Confidence Intervals for Policy Evaluation in Adaptive Experiments,stat
"Optimal Variance Control of the Score Function Gradient Estimator for
  Importance Weighted Bounds",stat
Online Hyperparameter Search Interleaved with Proximal Parameter Updates,cs
Class-Balanced Distillation for Long-Tailed Visual Recognition,cs
Minimax Pareto Fairness: A Multi Objective Perspective,stat
"Data-driven Policy on Feasibility Determination for the Train Shunting
  Problem",cs
"Unsupervised Domain Adaptation with Temporal-Consistent Self-Training
  for 3D Hand-Object Joint Reconstruction",cs
Multiplicity for a Group Sequential Trial with Biomarker Subpopulations,stat
On Statistical Learning of Simplices: Unmixing Problem Revisited,cs
Unnormalized Variational Bayes,stat
"Scheduling Precedence-Constrained Jobs on Related Machines with
  Communication Delay",cs
"Gaussian Hierarchical Latent Dirichlet Allocation: Bringing Polysemy
  Back",stat
Online Regularization for High-Dimensional Dynamic Pricing Algorithms,stat
New estimates for network sampling,stat
Random Feature Stein Discrepancies,stat
"Understanding the Prediction Mechanism of Sentiments by XAI
  Visualization",cs
Learning Multivariate Hawkes Processes at Scale,cs
Understanding and Controlling Memory in Recurrent Neural Networks,cs
StaTIX - Statistical Type Inference on Linked Data,stat
"Auto-Sizing the Transformer Network: Improving Speed, Efficiency, and
  Performance for Low-Resource Machine Translation",cs
"Sparse Pseudo-input Local Kriging for Large Spatial Datasets with
  Exogenous Variables",stat
"Wayback Machine: Capturing the evolutionary behaviour of the bug
  dependency graph in open-source software systems",cs
"Revisiting Model-Agnostic Private Learning: Faster Rates and Active
  Learning",cs
ALLSTEPS: Curriculum-driven Learning of Stepping Stone Skills,cs
"Estimating the Number of Components in Finite Mixture Models via the
  Group-Sort-Fuse Procedure",stat
"Parametric and non-parametric estimation of extreme earthquake event:
  the joint tail inference for mainshocks and aftershocks",stat
"Spatial Bayesian Hierarchical Modelling with Integrated Nested Laplace
  Approximation",stat
"Distribution-free binary classification: prediction sets, confidence
  intervals and calibration",stat
Deep differentiable forest with sparse attention for the tabular data,cs
"Predicting Multiple Demographic Attributes with Task Specific Embedding
  Transformation and Attention Network",cs
